event_id,payment_id,amount_inr,currency,method,failure_reason,failure_type,successful_payments,split,p_retry,p_link,p_human
evt_syn_00602,pay_syn_00602,4228,INR,card,bank decline,bank_decline,5,train,0.18,0.58,0.4
evt_syn_00603,pay_syn_00603,22709,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00604,pay_syn_00604,1796,INR,upi,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_00605,pay_syn_00605,17470,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00606,pay_syn_00606,22496,INR,card,network error,network_error,0,holdout,0.58,0.5,0.35
evt_syn_00607,pay_syn_00607,7897,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_00608,pay_syn_00608,7762,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00609,pay_syn_00609,828,INR,upi,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_00610,pay_syn_00610,1154,INR,card,network error,network_error,2,holdout,0.58,0.5,0.35
evt_syn_00611,pay_syn_00611,13700,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00612,pay_syn_00612,10641,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00613,pay_syn_00613,245,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_00614,pay_syn_00614,2776,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_00615,pay_syn_00615,1771,INR,upi,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_00616,pay_syn_00616,63840,INR,netbanking,card expired,card_expired,3,train,0.06,0.66,0.45
evt_syn_00617,pay_syn_00617,5612,INR,card,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_00618,pay_syn_00618,1196,INR,card,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_00619,pay_syn_00619,1506,INR,upi,insufficient funds,insufficient_funds,2,holdout,0.72,0.55,0.5
evt_syn_00620,pay_syn_00620,5152,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00621,pay_syn_00621,7247,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00622,pay_syn_00622,4214,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_00623,pay_syn_00623,18304,INR,upi,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_00624,pay_syn_00624,1850,INR,upi,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_00625,pay_syn_00625,6809,INR,upi,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_00626,pay_syn_00626,3963,INR,card,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_00627,pay_syn_00627,33654,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,holdout,0.0,0.54,0.4
evt_syn_00628,pay_syn_00628,20901,INR,card,bank decline,bank_decline,5,train,0.18,0.58,0.4
evt_syn_00629,pay_syn_00629,15751,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00630,pay_syn_00630,2792,INR,card,insufficient funds,insufficient_funds,8,holdout,0.78,0.61,0.5
evt_syn_00631,pay_syn_00631,7996,INR,upi,insufficient funds,insufficient_funds,0,holdout,0.72,0.55,0.5
evt_syn_00632,pay_syn_00632,4484,INR,upi,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00633,pay_syn_00633,911,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_00634,pay_syn_00634,3330,INR,card,network error,network_error,3,train,0.64,0.56,0.35
evt_syn_00635,pay_syn_00635,7140,INR,upi,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_00636,pay_syn_00636,466,INR,card,card expired,card_expired,3,holdout,0.14,0.74,0.45
evt_syn_00637,pay_syn_00637,14447,INR,card,authentication failed,authentication_failed,3,holdout,0.28,0.66,0.42
evt_syn_00638,pay_syn_00638,3142,INR,netbanking,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_00639,pay_syn_00639,553,INR,upi,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_00640,pay_syn_00640,15894,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00641,pay_syn_00641,1677,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_00642,pay_syn_00642,3076,INR,upi,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00643,pay_syn_00643,4281,INR,card,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_00644,pay_syn_00644,708,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_00645,pay_syn_00645,1000,INR,netbanking,card expired,card_expired,5,holdout,0.14,0.74,0.45
evt_syn_00646,pay_syn_00646,24213,INR,upi,authentication failed,authentication_failed,0,holdout,0.22,0.6,0.42
evt_syn_00647,pay_syn_00647,427,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00648,pay_syn_00648,3691,INR,upi,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_00649,pay_syn_00649,548,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_00650,pay_syn_00650,367,INR,upi,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00651,pay_syn_00651,601,INR,card,authentication failed,authentication_failed,0,holdout,0.22,0.6,0.42
evt_syn_00652,pay_syn_00652,4795,INR,netbanking,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00653,pay_syn_00653,3413,INR,card,bank decline,bank_decline,8,holdout,0.18,0.58,0.4
evt_syn_00654,pay_syn_00654,14064,INR,netbanking,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_00655,pay_syn_00655,30806,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,holdout,0.03,0.6,0.4
evt_syn_00656,pay_syn_00656,3459,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00657,pay_syn_00657,47692,INR,card,card expired,card_expired,3,train,0.06,0.66,0.45
evt_syn_00658,pay_syn_00658,4296,INR,upi,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00659,pay_syn_00659,4453,INR,card,bank decline,bank_decline,3,holdout,0.18,0.58,0.4
evt_syn_00660,pay_syn_00660,8291,INR,card,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_00661,pay_syn_00661,926,INR,card,network error,network_error,3,train,0.64,0.56,0.35
evt_syn_00662,pay_syn_00662,1472,INR,netbanking,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_00663,pay_syn_00663,11839,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_00664,pay_syn_00664,13564,INR,upi,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00665,pay_syn_00665,967,INR,card,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_00666,pay_syn_00666,501,INR,netbanking,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00667,pay_syn_00667,890,INR,card,bank decline,bank_decline,3,holdout,0.18,0.58,0.4
evt_syn_00668,pay_syn_00668,911,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_00669,pay_syn_00669,47450,INR,netbanking,card expired,card_expired,1,train,0.0,0.6,0.45
evt_syn_00670,pay_syn_00670,998,INR,upi,bank decline,bank_decline,5,holdout,0.18,0.58,0.4
evt_syn_00671,pay_syn_00671,11025,INR,netbanking,network error,network_error,3,holdout,0.64,0.56,0.35
evt_syn_00672,pay_syn_00672,8170,INR,card,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_00673,pay_syn_00673,49087,INR,upi,insufficient funds,insufficient_funds,2,train,0.64,0.47,0.5
evt_syn_00674,pay_syn_00674,1659,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00675,pay_syn_00675,26308,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.0,0.54,0.4
evt_syn_00676,pay_syn_00676,9934,INR,netbanking,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_00677,pay_syn_00677,13608,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00678,pay_syn_00678,755,INR,card,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_00679,pay_syn_00679,10424,INR,card,bank decline,bank_decline,1,holdout,0.12,0.52,0.4
evt_syn_00680,pay_syn_00680,3299,INR,card,authentication failed,authentication_failed,5,train,0.28,0.66,0.42
evt_syn_00681,pay_syn_00681,856,INR,netbanking,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00682,pay_syn_00682,21248,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_00683,pay_syn_00683,4732,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_00684,pay_syn_00684,2214,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_00685,pay_syn_00685,990,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00686,pay_syn_00686,8492,INR,upi,card expired,card_expired,5,holdout,0.14,0.74,0.45
evt_syn_00687,pay_syn_00687,22130,INR,card,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_00688,pay_syn_00688,2358,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00689,pay_syn_00689,3355,INR,card,bank decline,bank_decline,5,train,0.18,0.58,0.4
evt_syn_00690,pay_syn_00690,2295,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_00691,pay_syn_00691,14594,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_00692,pay_syn_00692,3809,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_00693,pay_syn_00693,4367,INR,upi,network error,network_error,3,train,0.64,0.56,0.35
evt_syn_00694,pay_syn_00694,13941,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00695,pay_syn_00695,48898,INR,card,bank decline,bank_decline,2,train,0.04,0.44,0.4
evt_syn_00696,pay_syn_00696,204,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_00697,pay_syn_00697,4065,INR,card,network error,network_error,3,train,0.64,0.56,0.35
evt_syn_00698,pay_syn_00698,17333,INR,card,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_00699,pay_syn_00699,886,INR,card,card expired,card_expired,3,holdout,0.14,0.74,0.45
evt_syn_00700,pay_syn_00700,80229,INR,card,network error,network_error,2,train,0.5,0.42,0.35
evt_syn_00701,pay_syn_00701,942,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00702,pay_syn_00702,490,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_00703,pay_syn_00703,10008,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_00704,pay_syn_00704,2754,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00705,pay_syn_00705,12145,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00706,pay_syn_00706,22583,INR,card,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_00707,pay_syn_00707,6343,INR,card,insufficient funds,insufficient_funds,5,holdout,0.78,0.61,0.5
evt_syn_00708,pay_syn_00708,6252,INR,card,insufficient funds,insufficient_funds,3,holdout,0.78,0.61,0.5
evt_syn_00709,pay_syn_00709,14484,INR,netbanking,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_00710,pay_syn_00710,4661,INR,upi,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_00711,pay_syn_00711,4651,INR,card,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_00712,pay_syn_00712,571,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,holdout,0.05,0.62,0.4
evt_syn_00713,pay_syn_00713,7717,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_00714,pay_syn_00714,46607,INR,card,insufficient funds,insufficient_funds,5,holdout,0.7,0.53,0.5
evt_syn_00715,pay_syn_00715,1896,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_00716,pay_syn_00716,410,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00717,pay_syn_00717,15653,INR,card,network error,network_error,8,train,0.64,0.56,0.35
evt_syn_00718,pay_syn_00718,9480,INR,card,network error,network_error,5,train,0.64,0.56,0.35
evt_syn_00719,pay_syn_00719,2550,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_00720,pay_syn_00720,23460,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00721,pay_syn_00721,13222,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_00722,pay_syn_00722,8465,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00723,pay_syn_00723,434,INR,card,authentication failed,authentication_failed,1,holdout,0.22,0.6,0.42
evt_syn_00724,pay_syn_00724,1863,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_00725,pay_syn_00725,1659,INR,netbanking,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00726,pay_syn_00726,463,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,8,holdout,0.11,0.68,0.4
evt_syn_00727,pay_syn_00727,1076,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,holdout,0.11,0.68,0.4
evt_syn_00728,pay_syn_00728,12723,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00729,pay_syn_00729,795,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00730,pay_syn_00730,901,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_00731,pay_syn_00731,1541,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00732,pay_syn_00732,7450,INR,card,network error,network_error,2,train,0.58,0.5,0.35
evt_syn_00733,pay_syn_00733,743,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_00734,pay_syn_00734,23835,INR,upi,authentication failed,authentication_failed,5,train,0.28,0.66,0.42
evt_syn_00735,pay_syn_00735,741,INR,upi,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_00736,pay_syn_00736,4036,INR,netbanking,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00737,pay_syn_00737,1952,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_00738,pay_syn_00738,1774,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00739,pay_syn_00739,869,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00740,pay_syn_00740,3397,INR,netbanking,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_00741,pay_syn_00741,3787,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00742,pay_syn_00742,2516,INR,upi,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_00743,pay_syn_00743,3889,INR,card,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_00744,pay_syn_00744,12317,INR,card,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_00745,pay_syn_00745,14020,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_00746,pay_syn_00746,292,INR,upi,network error,network_error,5,holdout,0.64,0.56,0.35
evt_syn_00747,pay_syn_00747,426,INR,netbanking,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00748,pay_syn_00748,84144,INR,netbanking,card expired,card_expired,1,train,0.0,0.6,0.45
evt_syn_00749,pay_syn_00749,705,INR,card,bank decline,bank_decline,1,holdout,0.12,0.52,0.4
evt_syn_00750,pay_syn_00750,1797,INR,netbanking,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_00751,pay_syn_00751,5590,INR,card,authentication failed,authentication_failed,1,holdout,0.22,0.6,0.42
evt_syn_00752,pay_syn_00752,2636,INR,upi,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_00753,pay_syn_00753,919,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00754,pay_syn_00754,3387,INR,card,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_00755,pay_syn_00755,2654,INR,card,network error,network_error,2,train,0.58,0.5,0.35
evt_syn_00756,pay_syn_00756,3060,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_00757,pay_syn_00757,24419,INR,upi,network error,network_error,1,holdout,0.58,0.5,0.35
evt_syn_00758,pay_syn_00758,10565,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,8,train,0.11,0.68,0.4
evt_syn_00759,pay_syn_00759,22896,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00760,pay_syn_00760,917,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00761,pay_syn_00761,3870,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00762,pay_syn_00762,10603,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00763,pay_syn_00763,19408,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00764,pay_syn_00764,9348,INR,card,insufficient funds,insufficient_funds,0,holdout,0.72,0.55,0.5
evt_syn_00765,pay_syn_00765,4190,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00766,pay_syn_00766,13871,INR,upi,authentication failed,authentication_failed,8,train,0.28,0.66,0.42
evt_syn_00767,pay_syn_00767,24412,INR,upi,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00768,pay_syn_00768,2629,INR,netbanking,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00769,pay_syn_00769,4848,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_00770,pay_syn_00770,12490,INR,netbanking,bank decline,bank_decline,8,train,0.18,0.58,0.4
evt_syn_00771,pay_syn_00771,414,INR,card,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_00772,pay_syn_00772,3246,INR,card,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_00773,pay_syn_00773,3042,INR,upi,authentication failed,authentication_failed,1,holdout,0.22,0.6,0.42
evt_syn_00774,pay_syn_00774,19581,INR,netbanking,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00775,pay_syn_00775,301,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_00776,pay_syn_00776,955,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00777,pay_syn_00777,83882,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,holdout,0.0,0.54,0.4
evt_syn_00778,pay_syn_00778,3325,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00779,pay_syn_00779,12807,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_00780,pay_syn_00780,3295,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00781,pay_syn_00781,3783,INR,card,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_00782,pay_syn_00782,4196,INR,card,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_00783,pay_syn_00783,6284,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_00784,pay_syn_00784,20527,INR,netbanking,network error,network_error,1,train,0.58,0.5,0.35
evt_syn_00785,pay_syn_00785,364,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_00786,pay_syn_00786,3640,INR,upi,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_00787,pay_syn_00787,13535,INR,upi,network error,network_error,8,train,0.64,0.56,0.35
evt_syn_00788,pay_syn_00788,439,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_00789,pay_syn_00789,683,INR,card,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_00790,pay_syn_00790,56811,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.0,0.54,0.4
evt_syn_00791,pay_syn_00791,1939,INR,card,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_00792,pay_syn_00792,1698,INR,card,insufficient funds,insufficient_funds,0,holdout,0.72,0.55,0.5
evt_syn_00793,pay_syn_00793,4993,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00794,pay_syn_00794,42671,INR,netbanking,insufficient funds,insufficient_funds,0,train,0.64,0.47,0.5
evt_syn_00795,pay_syn_00795,22126,INR,netbanking,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_00796,pay_syn_00796,4296,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00797,pay_syn_00797,1000,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00798,pay_syn_00798,702,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,8,train,0.11,0.68,0.4
evt_syn_00799,pay_syn_00799,14781,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00800,pay_syn_00800,22161,INR,card,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_00801,pay_syn_00801,18614,INR,upi,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_00802,pay_syn_00802,9454,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_00803,pay_syn_00803,17988,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00804,pay_syn_00804,3550,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_00805,pay_syn_00805,1761,INR,card,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_00806,pay_syn_00806,8814,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_00807,pay_syn_00807,4274,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00808,pay_syn_00808,4455,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_00809,pay_syn_00809,680,INR,card,bank decline,bank_decline,0,holdout,0.12,0.52,0.4
evt_syn_00810,pay_syn_00810,985,INR,upi,bank decline,bank_decline,3,holdout,0.18,0.58,0.4
evt_syn_00811,pay_syn_00811,5549,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_00812,pay_syn_00812,3791,INR,card,network error,network_error,8,train,0.64,0.56,0.35
evt_syn_00813,pay_syn_00813,14004,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_00814,pay_syn_00814,1213,INR,card,card expired,card_expired,5,holdout,0.14,0.74,0.45
evt_syn_00815,pay_syn_00815,1061,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00816,pay_syn_00816,242,INR,upi,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00817,pay_syn_00817,9075,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00818,pay_syn_00818,49889,INR,card,card expired,card_expired,2,train,0.0,0.6,0.45
evt_syn_00819,pay_syn_00819,1439,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00820,pay_syn_00820,10690,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,5,holdout,0.11,0.68,0.4
evt_syn_00821,pay_syn_00821,3967,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00822,pay_syn_00822,3855,INR,netbanking,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00823,pay_syn_00823,9510,INR,netbanking,card expired,card_expired,5,holdout,0.14,0.74,0.45
evt_syn_00824,pay_syn_00824,357,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_00825,pay_syn_00825,13289,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_00826,pay_syn_00826,3540,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_00827,pay_syn_00827,3146,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_00828,pay_syn_00828,2319,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00829,pay_syn_00829,30853,INR,card,insufficient funds,insufficient_funds,5,train,0.7,0.53,0.5
evt_syn_00830,pay_syn_00830,856,INR,upi,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_00831,pay_syn_00831,2500,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_00832,pay_syn_00832,6310,INR,card,network error,network_error,2,train,0.58,0.5,0.35
evt_syn_00833,pay_syn_00833,21046,INR,card,bank decline,bank_decline,3,holdout,0.18,0.58,0.4
evt_syn_00834,pay_syn_00834,271,INR,card,card expired,card_expired,5,holdout,0.14,0.74,0.45
evt_syn_00835,pay_syn_00835,941,INR,upi,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_00836,pay_syn_00836,839,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,8,holdout,0.11,0.68,0.4
evt_syn_00837,pay_syn_00837,852,INR,upi,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_00838,pay_syn_00838,383,INR,netbanking,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00839,pay_syn_00839,79033,INR,card,insufficient funds,insufficient_funds,8,train,0.7,0.53,0.5
evt_syn_00840,pay_syn_00840,21755,INR,upi,network error,network_error,3,holdout,0.64,0.56,0.35
evt_syn_00841,pay_syn_00841,757,INR,netbanking,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_00842,pay_syn_00842,39663,INR,card,card expired,card_expired,8,holdout,0.06,0.66,0.45
evt_syn_00843,pay_syn_00843,3120,INR,card,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_00844,pay_syn_00844,521,INR,card,network error,network_error,0,holdout,0.58,0.5,0.35
evt_syn_00845,pay_syn_00845,3341,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_00846,pay_syn_00846,4643,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00847,pay_syn_00847,3330,INR,card,card expired,card_expired,5,holdout,0.14,0.74,0.45
evt_syn_00848,pay_syn_00848,905,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_00849,pay_syn_00849,14441,INR,card,card expired,card_expired,1,holdout,0.08,0.68,0.45
